Reactor,Day,pH,DO,CO2,Cell_Density,Cell_Viability,Product_Titer
63,19,6.93,43.7,33.5,6.1,91.4,0.9
63,20,6.75,42.4,108.9,22.2,83.6,0.9
63,21,6.9,44.5,92.4,15.8,82.4,0.9
63,22,7.18,31.3,53.8,8.4,90.1,1
63,23,7.47,42.7,46.7,30.5,91.4,1
63,24,6.89,38.2,46.3,9.7,82.4,1.1
63,25,7.17,37.1,41.8,7.9,93.3,1.1
63,26,7.26,30.4,81.3,32.6,95.5,1.1
63,27,7.37,48.5,96.1,23.9,96.7,1.2
63,28,6.75,40.3,95.3,32.6,91.4,1.2
63,29,7.07,47.8,86.1,18.5,96.4,1.2
63,30,7.19,49.2,41.7,15.9,87.4,1.3
63,31,6.91,40.5,83.6,7.7,83.8,1.3
63,32,7.49,40.3,103.3,29.8,83.7,1.3
63,33,7.38,41.1,49,26.2,89,1.4
63,34,6.95,41.3,80.2,19.1,83.8,1.4
63,35,7.29,37.8,57.2,17.7,84.1,1.4
63,36,6.85,38,68.7,20.2,82.1,1.5
63,37,6.81,32.3,67.3,28,82.8,1.5
63,38,6.85,30.1,60.2,20.4,82.8,1.5
63,39,7.21,42.3,42.3,9.8,97.8,1.6
63,40,7.39,37.4,100.4,15,80.6,1.6
63,41,7.18,45.2,46.6,27.1,93.2,1.7
63,42,6.78,49,67.2,25.7,87.9,1.7
63,43,7.15,44.7,60.2,15.2,95.2,1.7
63,44,6.88,48.7,30.5,28.1,91.8,1.8
63,45,7.43,31.1,45.8,33,84.4,1.8
63,46,6.93,43.5,58.6,16.2,96.3,1.8
63,47,7.06,38.6,86,29.3,93.4,1.9
63,48,6.98,30,107.9,17.6,90.9,1.9
63,49,6.92,30.7,65.1,13.3,87.6,1.9
63,50,7.05,40.7,34.2,6.7,91.8,2
64,0,7.35,42.8,30.9,31.5,91.4,0.2
64,1,7.31,47.3,80.1,31.9,94.6,0.2
64,2,7.05,33,69.2,18,97.7,0.3
64,3,6.83,38.5,75.5,7,84.3,0.3
64,4,7.14,44,104.7,21.1,88.8,0.3
64,5,7.05,33.6,31.4,18.5,98,0.4
64,6,7.23,44,38.2,33.1,95.8,0.4
64,7,6.86,40.3,91.7,6.1,88.2,0.4
64,8,7.29,32.5,76.3,30.2,82.2,0.5
64,9,7.07,38.4,64.6,13.6,90.6,0.5
64,10,6.87,49.4,94.5,31.5,80.1,0.6
64,11,6.76,36.9,37.9,21.6,90.3,0.6
64,12,7.15,34.9,97,20.9,95.9,0.6
64,13,7.34,37.7,81.1,10.3,81.2,0.7
64,14,7.26,47.1,75,32.8,80.8,0.7
64,15,6.91,31.6,92.7,14.1,97.2,0.7
64,16,7.03,31.4,68,30.6,92.7,0.8
64,17,7.24,39.5,67.5,6.3,83.3,0.8
64,18,7.31,47.4,85.1,11.6,97,0.8
64,19,7.38,35.7,82.2,9.3,86.9,0.9
64,20,7.46,31.9,97.3,14.6,90.3,0.9
64,21,7.22,45.7,87.3,29.8,85.4,0.9
64,22,7.3,30.8,47.4,22.7,93.8,1
64,23,6.84,33.3,45.1,32.2,83.2,1
64,24,7.26,36.6,67.9,31.5,96.9,1.1
64,25,6.73,34.2,99.1,15.5,97.5,1.1
64,26,6.8,30.4,64.7,8.4,94.1,1.1
64,27,6.79,40.3,88.3,5.1,92,1.2
64,28,6.72,47.9,91,8,85.2,1.2
64,29,6.72,43.5,52.1,22,83.6,1.2
64,30,6.84,38.1,31.2,22.7,86.4,1.3
64,31,6.74,38,81,23.1,90.7,1.3
64,32,7.14,33.5,70.9,34.1,91.1,1.3
64,33,6.72,31.4,99.1,30.2,92.3,1.4
64,34,7.33,43.6,63.4,28.1,90.1,1.4
64,35,7.33,34.1,58.5,24.4,95.3,1.4
64,36,6.79,37.6,88.1,26.6,81,1.5
64,37,7.04,45.3,41,10,84,1.5
64,38,7.13,33.7,47.6,24.2,88.7,1.5
64,39,7.07,46,91.6,11.4,96.2,1.6
64,40,6.83,40.5,31.7,15.1,99,1.6
64,41,6.95,38.8,107,22.5,90.5,1.7
64,42,6.76,46.8,77.4,5.7,94.2,1.7
64,43,6.78,50,76.3,12,92.7,1.7
64,44,7.35,33.8,81.3,16.5,82.6,1.8
64,45,6.93,40.6,75.2,20.4,85.1,1.8
64,46,7.14,32,71.9,19.3,89.9,1.8
64,47,7.05,36.7,35.8,10.8,83.2,1.9
64,48,7.06,48.9,52,24.4,87.9,1.9
64,49,6.78,41.9,104.1,20.7,89.2,1.9
64,50,7.09,32.6,49.5,5.2,96.9,2
65,0,7.44,30.6,42.4,14.1,90.7,0.2
65,1,7.21,42.7,109.6,29.5,93.7,0.2
65,2,7.1,36.5,33.5,8.6,92,0.3
65,3,7.47,42.7,84,24.2,89.3,0.3
65,4,7.2,42.5,67.5,15.8,89.9,0.3
65,5,7.43,39.6,74.7,9.8,85.8,0.4
65,6,7.41,38.9,33.9,10.1,84.9,0.4
65,7,7.12,37.7,86.9,12.5,90.7,0.4
65,8,7.33,31.5,86.7,12,89.6,0.5
65,9,7.1,45,74.2,19.1,80.8,0.5
65,10,7.27,32.8,105.8,7.9,85.2,0.6
65,11,7.29,37.1,38.6,17.9,81.9,0.6
65,12,7.43,35.2,78,12,89.7,0.6
65,13,7.26,42.4,85.7,28,91.9,0.7
65,14,6.92,31.4,80.6,27.9,91.7,0.7
65,15,7.47,44.4,85.7,28.8,92.5,0.7
65,16,7.14,43.9,47,33.2,85.8,0.8
65,17,7.32,43.6,84.1,19.4,98.9,0.8
65,18,6.75,36.7,87.8,5.7,96.1,0.8
65,19,6.88,45.7,94.5,6.4,87.6,0.9
65,20,7.43,43.8,36.3,15.7,90.9,0.9
65,21,7.33,45.7,48.3,26.2,80,0.9
65,22,7,46.7,51.8,24,87.6,1
65,23,7.28,36.9,88.9,20.4,92.9,1
65,24,6.71,36.1,92.6,22.3,94.8,1.1
65,25,7.48,41.6,64.2,21.3,90,1.1
65,26,6.85,35.7,95.9,18.9,82.8,1.1
65,27,7.04,38.1,108.3,8.5,96.3,1.2
65,28,7.36,47.6,57.9,16.1,81.5,1.2
65,29,6.77,44.3,64.5,10.9,80.9,1.2
65,30,7.28,45.2,43.9,27.7,94.3,1.3
65,31,7.32,43.4,79.4,13.4,80.5,1.3
65,32,7,36.5,101.8,19,91.7,1.3
65,33,6.71,46,36.2,34.3,84.6,1.4
65,34,7.21,31.5,84.3,23.4,90.5,1.4
65,35,7.34,49.6,78.1,32.1,84.6,1.4
65,36,7.37,39,55.7,6.3,80.7,1.5
65,37,7.44,43.5,108.8,9.3,96.3,1.5
65,38,7.42,36.1,75,21.7,87.3,1.5
65,39,6.88,38.3,106.2,32,88.3,1.6
65,40,7.04,49.1,47.4,28.1,91.1,1.6
65,41,6.84,32.7,43,32.5,84,1.7
65,42,7.38,38.1,56.6,12.6,91.7,1.7
65,43,7.18,36.6,49.8,7.9,87.2,1.7
65,44,6.81,40.5,94.9,26.1,97,1.8
65,45,7.15,49.1,50.1,20.6,96.9,1.8
65,46,6.73,42.2,98.9,24.7,97.1,1.8
65,47,6.86,41,78.3,34.2,82.6,1.9
65,48,7.02,46,79.3,20.3,82.7,1.9
65,49,7.12,32.6,91.8,14.2,97.4,1.9
65,50,7.16,44.2,98,15.9,94.2,2
66,0,7.39,31.5,76.5,25.6,89,0.2
66,1,6.99,48.2,102.3,7.6,90.9,0.2
66,2,6.99,31.2,35.4,29.9,83.9,0.3
66,3,7.48,39.1,104.5,10.6,83.6,0.3
66,4,6.83,45.1,95,7.9,82.7,0.3
66,5,6.75,46.2,58.6,19.9,95.2,0.4
66,6,6.97,38.9,84.2,22.5,92.8,0.4
66,7,7.12,35.1,49.6,21.1,89.1,0.4
66,8,6.99,35.8,87.8,30.3,95.2,0.5
66,9,6.88,45.8,48.6,29.6,98.2,0.5
66,10,7.37,37.3,80.4,19.6,90.3,0.6
66,11,7.42,36.3,82.6,25.7,86.9,0.6
66,12,6.99,37.4,67.1,22.8,89.3,0.6
66,13,7.32,41.9,92,23.6,94.2,0.7
66,14,7.15,37.8,103.8,6,88.8,0.7
66,15,7.34,47.3,99.5,23.3,80.3,0.7
66,16,7.33,47.5,67.7,6.9,98.8,0.8
66,17,7.38,40.1,103.8,28.2,90.3,0.8
66,18,7.29,32.3,73.8,24.3,94.2,0.8
66,19,7.16,31.2,61.9,10.5,81,0.9
66,20,6.78,37.2,33.2,8.7,88,0.9
66,21,6.99,45.9,73.5,29.8,82.7,0.9
66,22,7.24,46.4,44.2,13.8,95.1,1
66,23,6.87,35.6,88.3,34.9,93.6,1
66,24,7,31.9,32.1,34.7,81.1,1.1
66,25,7.28,48.7,82.5,29.1,88.2,1.1
66,26,6.84,46,34.3,18.4,93.2,1.1
66,27,7.33,46.7,108.1,19,87.5,1.2
66,28,7.14,45.2,40,27.6,96.4,1.2
66,29,6.93,42.8,37.7,8.7,93.6,1.2
66,30,7.05,50,49.8,27.3,91.2,1.3
66,31,6.86,36.8,105,5.9,95.3,1.3
66,32,7.2,35.2,63.1,11.9,82.5,1.3
66,33,7.12,32.1,91.3,25.2,94.1,1.4
66,34,6.94,38.5,38.3,14,95.4,1.4
66,35,6.83,41.1,70,6.4,83.1,1.4
66,36,6.93,45.3,45.2,14.6,80.5,1.5
66,37,7.06,40.7,45.1,19.1,85.4,1.5
66,38,7.22,43.3,73.7,21.1,92.5,1.5
66,39,7.14,49.6,38.8,25.7,89.5,1.6
66,40,6.98,48.5,53.8,14.1,95.7,1.6
66,41,7.25,32.8,69.9,22.7,82.2,1.7
66,42,6.98,42.1,96.2,32.2,98.1,1.7
66,43,7.18,48.3,104.7,13.3,92.1,1.7
66,44,6.87,32.8,37.4,10.6,91.3,1.8
66,45,7.38,33.2,58.8,12.9,95.1,1.8
66,46,6.85,42.9,104.7,23,91.4,1.8
66,47,7.39,31,59.3,26.1,88.6,1.9
66,48,6.82,49,36,6,97.8,1.9
66,49,7.04,39.1,64.5,26.6,98.2,1.9
66,50,7.06,31.4,38.8,31.5,83.9,2
67,0,7.41,32.2,58.6,20.7,80.6,0.2
67,1,7.42,33,62.3,28.8,98.1,0.2
67,2,6.9,39.4,59.4,27.9,93.4,0.3
67,3,7.47,34.2,65.3,31.5,86.6,0.3
67,4,7.43,42,85.9,24.8,85.1,0.3
67,5,7.01,33.2,68.2,32.6,84.7,0.4
67,6,7.29,45.4,86.1,12.6,85.4,0.4
67,7,6.71,36.4,91.7,18.9,90,0.4
67,8,7.31,44,97,17.7,96.2,0.5
67,9,7.11,37.2,98.1,7.8,96,0.5
67,10,7.48,40.1,37.7,32.9,98.1,0.6
67,11,7.15,43.5,63.5,27.9,80.1,0.6
67,12,7.45,33.9,48.9,6.4,88,0.6
67,13,7.29,45.5,50,25.1,89.6,0.7
67,14,7.22,48.1,58,15.5,95.7,0.7
67,15,7.03,45.5,81.9,31.4,96.8,0.7
67,16,6.93,43.9,95.7,6.7,80.7,0.8
67,17,6.91,42.8,53.3,30.7,96,0.8
67,18,6.95,49.8,99,18,85.8,0.8
67,19,7.21,36.7,93.8,26.6,86.1,0.9
67,20,7.42,46.8,44.8,5.6,83.4,0.9
67,21,7.27,47.7,47.8,23.5,92.2,0.9
67,22,7.47,33.3,48.6,32.4,90.3,1
67,23,6.91,34.6,80.5,5.7,80.9,1
67,24,7.3,39.9,55,10.1,86,1.1
67,25,7.19,37,73.1,5.4,88.7,1.1
67,26,6.76,35.7,76.3,19.5,82.4,1.1
67,27,7.45,33.1,30.9,17.2,89.8,1.2
67,28,6.74,43.2,65.7,17.4,84.3,1.2
67,29,7.31,46.6,102.4,9.4,90.2,1.2
67,30,7.06,45.3,63.7,11.1,92.4,1.3
67,31,7.46,42.8,68.3,6.4,96.4,1.3
67,32,7.49,35.8,42.5,13.4,82.7,1.3
67,33,6.87,48.4,88.3,27.2,82.9,1.4
67,34,6.74,30.1,100.1,25.3,90.1,1.4
67,35,7.13,43.7,71.3,6.9,80.6,1.4
67,36,6.92,41,85.8,18.8,85,1.5
67,37,6.88,42.8,57.2,5.4,90.4,1.5
67,38,7.41,40,97.9,26,89.7,1.5
67,39,7.4,45,93.4,20,97.5,1.6
67,40,7.19,48.4,40.2,6.2,85.4,1.6
67,41,6.82,38.5,36.9,5.1,80.3,1.7
67,42,7.28,33.2,32.1,14.8,88.1,1.7
67,43,7.27,38.6,98.9,6.6,95.8,1.7
67,44,7.49,40.5,50.8,7.4,90.1,1.8
67,45,7.35,45.5,33.5,11,97.8,1.8
67,46,7.18,43.6,61.5,13,93.3,1.8
67,47,7.09,38.2,98.6,10.3,90.2,1.9
67,48,7.08,38.6,51.1,28.3,81.9,1.9
67,49,7.3,45.3,40.5,25.3,95.9,1.9
67,50,6.73,39.1,50.6,19.9,83.6,2
68,0,7.22,44,88.7,34.2,97.7,0.2
68,1,7.26,38.8,59.3,22.7,95.9,0.2
68,2,6.86,47,40.8,20.5,87.9,0.3
68,3,7.2,44.7,94.6,12.8,97.5,0.3
68,4,7.38,46.1,94.7,28.4,88.1,0.3
68,5,7.03,34,47.8,31.1,80.2,0.4
68,6,7.17,32.2,66.5,16.7,96.2,0.4
68,7,7.09,48.7,91.8,10.3,96.7,0.4
68,8,6.83,31.9,54.9,7.4,98.3,0.5
68,9,6.92,46,105.9,23.8,84.3,0.5
68,10,6.92,47.9,88.3,10.7,92.5,0.6
68,11,7.33,40.9,40.8,6.2,81.2,0.6
68,12,7.3,34.1,59.5,8.1,92.7,0.6
68,13,7.11,41.1,56.3,12.5,91.2,0.7
68,14,6.74,30.5,41.6,34.6,98.5,0.7
68,15,6.87,44.4,32.5,16.4,87,0.7
68,16,6.72,41.2,62.7,16.8,80.8,0.8
68,17,6.77,30.3,91.9,33.3,87.3,0.8
68,18,7.25,45.9,52.4,29.8,84.5,0.8
68,19,6.92,39.8,56.7,26.1,81.6,0.9
68,20,6.96,43.6,55.9,7.1,96.7,0.9
68,21,6.75,33.8,55,18.4,95.4,0.9
68,22,7.06,49.8,75.8,5.5,83.2,1
68,23,6.74,30.4,45.3,17.7,81.3,1
68,24,7.45,40.9,72.5,28.9,93.9,1.1
68,25,7.34,49.2,52.6,24.4,85.4,1.1
68,26,7.31,40.7,78.1,33.7,83.1,1.1
68,27,6.97,46.3,76.2,8.5,94,1.2
68,28,7.01,41,106.4,29.5,92.1,1.2
68,29,7.39,30.6,103,20,91.2,1.2
68,30,7.39,35.2,97,32.4,80.4,1.3
68,31,6.77,32.6,101.2,17.7,86.7,1.3
68,32,7.49,35.2,47.5,33.1,88.9,1.3
68,33,6.82,41.8,93.9,28.5,87.3,1.4
68,34,7.11,41.1,59.5,26.3,92.5,1.4
68,35,7.24,43.9,61.1,25.2,88.9,1.4
68,36,6.9,49.1,74.6,19.7,81.2,1.5
68,37,7.41,40.9,57.2,21.6,86.5,1.5
68,38,6.86,40.8,91.1,33.9,80.2,1.5
68,39,7.37,33.3,43,21.8,87.5,1.6
68,40,7.26,46.1,40.1,33.5,82.8,1.6
68,41,7.34,45.4,107.2,19.4,81.5,1.7
68,42,7.26,46.3,53.9,30,98.5,1.7
68,43,6.73,48.1,89.9,20.7,96.7,1.7
68,44,7.27,49.5,94.1,32.7,89.3,1.8
68,45,7.03,48.9,58,33.3,96,1.8
68,46,6.92,39.3,45.2,23.8,81,1.8
68,47,7.28,46.7,82.8,30.1,96.3,1.9
68,48,7.19,49,41.6,14.8,82.6,1.9
68,49,7.35,40.9,97,33.7,86.5,1.9
68,50,7.25,32.6,97.2,29.2,86.4,2
69,0,6.97,48.7,92.4,19.1,89.3,0.2
69,1,7.2,38.3,52.8,23,92.6,0.2
69,2,6.86,40.4,78.1,15.4,83.6,0.3
69,3,6.71,49.2,106.5,7.3,86.1,0.3
69,4,6.97,46.2,89.7,16.8,96.3,0.3
69,5,6.91,49,68.4,21.2,92.2,0.4
69,6,6.82,37.5,62.2,21.4,80.9,0.4
69,7,7.46,39,97,16.4,97.8,0.4
69,8,7.38,42.4,103.1,8.6,89.9,0.5
69,9,6.79,35,75.8,22.7,82.1,0.5
69,10,7.14,36.5,54.8,25.9,84.2,0.6
69,11,6.82,37.9,52.1,9.8,91.3,0.6
69,12,6.7,30.7,59.3,20.9,85.5,0.6
69,13,7.28,48,34.6,17.7,93.1,0.7
69,14,6.84,30.2,43.4,26.3,87.6,0.7
69,15,6.79,40.5,68.2,29.6,98.8,0.7
69,16,6.75,39.3,95,31.8,96,0.8
69,17,7,48.8,75.9,28,92.6,0.8
69,18,6.77,40.2,93.1,11.3,84.5,0.8
69,19,6.89,44.6,55.8,27.8,95,0.9
69,20,6.72,47.3,97.7,21,91.6,0.9
69,21,6.88,39.3,33.5,23.2,84.7,0.9
69,22,7.49,41.8,45.5,13.3,83.4,1
69,23,7.39,49.8,70.9,18.5,80.6,1
69,24,7.31,48.2,41.3,32.5,95.2,1.1
69,25,7.27,38.7,95.7,12.8,89.6,1.1
69,26,7.39,30.9,105.1,23.8,86.1,1.1
69,27,6.82,30.1,77,27.3,90.1,1.2
69,28,7.09,48.8,40.8,14.3,89.2,1.2
69,29,7.21,37.9,81.9,21,97.2,1.2
69,30,7.46,37.5,43.3,17.9,90.5,1.3
69,31,7.27,43.2,90.8,9.7,97.4,1.3
69,32,7.2,47.9,96.4,35,83.8,1.3
69,33,7.47,42.9,56.7,21.7,95,1.4
69,34,7.14,34.1,34.9,17.5,85.6,1.4
69,35,7.42,45.3,74.1,10.5,87.1,1.4
69,36,7.37,37.7,40.6,34.6,81.4,1.5
69,37,6.85,46.6,39.3,22.4,84.4,1.5
69,38,7.1,48.1,50.4,24.3,84,1.5
69,39,7.17,33.5,45.7,30.1,81.7,1.6
69,40,7.46,36.5,58.6,34.6,86,1.6
69,41,7.21,47.7,49.1,6.1,91.6,1.7
69,42,6.88,33,108.8,32.3,95.8,1.7
69,43,7.37,41.9,82.5,10.4,83.5,1.7
69,44,7.32,48.5,96.5,22.4,85.8,1.8
69,45,6.83,30.7,53.7,7.3,91.4,1.8
69,46,6.93,48.8,46.2,27.4,82.2,1.8
69,47,6.94,47.3,94.7,13.4,80.2,1.9
69,48,7.37,48.2,35.6,21.8,92.9,1.9
69,49,7.47,30.5,63.7,34.6,98.3,1.9
69,50,6.99,40.3,39,10.6,97.9,2
70,0,7.03,48.4,93.7,21.9,91.1,0.2
70,1,6.94,47.9,78.7,9.7,90.2,0.2
70,2,7.25,39.9,32.9,27.4,90.8,0.3
70,3,7.34,49.3,107.3,6.3,93.1,0.3
70,4,7.05,35,98.4,31.8,82.7,0.3
70,5,7.29,49.4,83.5,9.7,94.2,0.4
70,6,6.94,35.3,53.5,6.9,84.5,0.4
70,7,7.22,47.2,107,16.6,83.8,0.4
70,8,6.79,40.5,59.5,23.5,87.2,0.5
70,9,7.29,41.1,34.2,14.2,98.2,0.5
70,10,7.33,34,46.1,10.5,94.7,0.6
70,11,7.33,48.1,101.1,11,93.6,0.6
70,12,7.39,46.1,107.8,9.2,88.4,0.6
70,13,7.01,32,63.5,9.3,95.1,0.7
70,14,7.25,43.5,42.4,18.3,90.5,0.7
70,15,7.18,45.6,61.6,15.2,81.8,0.7
70,16,7.26,33.1,98.4,7.2,80.1,0.8
70,17,7.25,32.8,49,22.3,92.5,0.8
70,18,7.26,30.1,92.6,14.4,95.5,0.8
70,19,6.92,40.4,67.9,31.3,88.5,0.9
70,20,7.26,33.1,89.7,21,86.4,0.9
70,21,7.38,44,91.9,34.3,82.7,0.9
70,22,7.32,43.9,90.4,15.9,96.8,1
70,23,6.98,46.3,52.7,8.9,83.6,1
70,24,7.27,32,30.3,5.9,94.4,1.1
70,25,7.23,38.1,109.1,7.7,91.8,1.1
70,26,7.49,31.4,65.2,7.4,81.4,1.1
70,27,7.16,48,102.3,23.2,96.4,1.2
70,28,7.5,47.3,45.1,17.3,89.1,1.2
70,29,6.76,37.7,92.9,24,88.4,1.2
70,30,6.77,43.6,81.2,15.7,88.9,1.3
70,31,6.74,49.9,52.3,21.8,85,1.3
70,32,7.19,47,41.8,27.5,86.4,1.3
70,33,6.93,45.6,51.5,15.5,93.6,1.4
70,34,6.74,33.8,105.9,30.6,97.2,1.4
70,35,7.06,49.2,61.1,20.3,83.9,1.4
70,36,6.87,33.1,105.7,30.8,81.2,1.5
70,37,6.7,33.6,80.3,19.4,96.1,1.5
70,38,7.23,45.7,69.3,21.1,96.1,1.5
70,39,7.49,43.4,49,5.6,88.2,1.6
70,40,7.1,44.3,60.2,16.1,82.6,1.6
70,41,7.49,39.6,30.4,15.4,85.5,1.7
70,42,7.25,31.9,48.1,26.7,84.7,1.7
70,43,7.03,36.1,70.3,32.1,96.6,1.7
70,44,7.26,35.5,72.8,8.9,98.1,1.8
70,45,7.17,41.9,80.2,31.1,85.7,1.8
70,46,7.3,36,34.7,12.5,92.1,1.8
70,47,6.86,42.4,106.5,15.6,89,1.9
70,48,7.16,46.4,98.8,35,85.5,1.9
70,49,7.39,47.5,105.8,10.2,83.3,1.9
70,50,6.93,41.7,54.1,27.2,97.1,2
71,0,7.2,43.4,104,8.3,83.2,0.2
71,1,6.98,41.8,91.5,18.3,85.9,0.2
71,2,7.19,40.7,35.4,34.5,88.6,0.3
71,3,7.12,47.4,102.1,19.4,87.3,0.3
71,4,6.8,36.8,74.5,28.4,95.6,0.3
71,5,7.3,49.1,41.2,27.2,97.7,0.4
71,6,7.16,49.8,106.1,31.3,89.4,0.4
71,7,7.08,41.1,73.6,13.8,85.8,0.4
71,8,6.84,49,109.6,7.8,95,0.5
71,9,6.92,30.8,92.1,33.6,83.2,0.5
71,10,7.02,43.5,66.8,26.1,95.8,0.6
71,11,7.35,34.8,89,10.2,92.4,0.6
71,12,7.03,47.1,32.5,21.7,96.6,0.6
71,13,7.31,38.2,70.8,14.6,82,0.7
71,14,7.1,42,63,10,84.3,0.7
71,15,7.02,30,40.3,5.5,81.2,0.7
71,16,7.32,36.6,83,20.4,86.2,0.8
71,17,6.95,30.3,53,5.2,85.4,0.8
71,18,7.48,45.2,102.8,14.5,80.5,0.8
71,19,7.16,36.1,42.1,8,87.4,0.9
71,20,6.96,47.3,74.8,33.1,85.4,0.9
71,21,7.01,42.7,75.6,7,95.5,0.9
71,22,6.83,42.3,67.6,30.5,98.3,1
71,23,6.95,32.3,70.9,32.7,87,1
71,24,7,44.1,105.9,24.8,90.4,1.1
71,25,6.88,37.3,89.5,24.4,98.9,1.1
71,26,7.14,42.5,34.8,20.6,81,1.1
71,27,6.92,30.6,73.1,27.3,97.4,1.2
71,28,6.95,30.5,55,31.6,85,1.2
71,29,7.45,33.3,79.8,26.4,83.9,1.2
71,30,7.08,33.5,43.7,24.7,94.8,1.3
71,31,6.96,35.3,41.4,18.6,89,1.3
71,32,7.42,39,85.4,15.6,96.6,1.3
71,33,6.77,43.4,101,10.5,94.7,1.4
71,34,7.46,42.5,88.8,16.4,98.7,1.4
71,35,7.27,31.8,61.2,24.1,92.6,1.4
71,36,7.17,45.3,71.7,8.1,88.9,1.5
71,37,6.73,45.9,67,24.3,97.6,1.5
71,38,7.47,41.2,89,23.3,80.4,1.5
71,39,6.71,42.7,67.3,32.1,98.8,1.6
71,40,7.49,36.5,68.4,15.9,83.6,1.6
71,41,6.8,49.8,98.2,15.6,94.6,1.7
71,42,7.12,39.9,45.7,30.7,87.7,1.7
71,43,7.28,47.6,71.5,27.9,86.9,1.7
71,44,6.85,41.3,71.6,25.6,96.4,1.8
71,45,6.75,32.3,30.5,28.5,89,1.8
71,46,6.77,40.6,73.1,23.5,89.5,1.8
71,47,7.34,37.1,102.9,15.9,81,1.9
71,48,7.34,45.5,93.4,24.2,97.1,1.9
71,49,7.41,36.9,65.9,31,97.2,1.9
71,50,7.37,46.1,73,24.5,98.2,2
72,0,7.15,31.9,93.5,31.3,89.8,0.2
72,1,7.5,38.2,45.7,22.7,89.8,0.2
72,2,7.31,45.6,37.1,30.1,82.6,0.3
72,3,7.01,46.5,49,20.7,87.2,0.3
72,4,7.31,41.4,41,11.6,85.8,0.3
72,5,7.24,45.5,107.8,5.3,85.1,0.4
72,6,6.95,34.5,93.9,19.7,94.1,0.4
72,7,7.09,42.8,87.6,5.8,89.3,0.4
72,8,7.19,38.6,90.7,30,98.1,0.5
72,9,7.15,30,74.2,31,94,0.5
72,10,7.36,34.2,94.9,25.8,94.2,0.6
72,11,6.93,47.5,84.8,15.4,96.9,0.6
72,12,7.47,30.3,65.1,32.6,81.4,0.6
72,13,7.38,44,40.7,25.4,90.4,0.7
72,14,7.37,36.1,56.2,28.1,93.3,0.7
72,15,7,39.9,78.6,14.5,83.7,0.7
72,16,7.18,38.8,100.5,17.2,81.9,0.8
72,17,6.75,30.8,84.6,5.1,89.7,0.8
72,18,7.4,49,46.7,15.9,84.4,0.8
72,19,7.04,33.9,90.8,20.7,93.4,0.9
72,20,7.01,36.1,95.9,29.3,89.7,0.9
72,21,6.82,39.2,70.8,16.8,81.7,0.9
72,22,7.3,46.2,57.4,32.8,84.1,1
72,23,7.17,34.1,63.5,30.1,86.8,1
72,24,6.81,39.6,107.4,30.2,80.1,1.1
72,25,7.02,39.1,72.7,16.8,96.2,1.1
72,26,6.85,46.8,70.9,26.5,84.2,1.1
72,27,7.39,36.7,32.2,13.6,98.8,1.2
72,28,7.07,40.2,68.8,11.3,89.6,1.2
72,29,6.71,44.3,33.7,21,98.8,1.2
72,30,7.3,35.2,93.5,34.9,80.7,1.3
72,31,7.32,35.2,50.7,17.8,95.5,1.3
72,32,7.38,35.3,66.1,33.9,85.9,1.3
72,33,7.21,44.7,82,26.6,97.6,1.4
72,34,6.75,43.1,89.7,32.9,94,1.4
72,35,7.45,45.4,36.8,19.6,87.8,1.4
72,36,7.37,38.4,108.6,11.8,88.6,1.5
72,37,7.3,30.7,96.8,31.7,90.8,1.5
72,38,6.77,39.5,78.7,15,93.3,1.5
72,39,6.76,30.4,70.3,21.9,91.1,1.6
72,40,6.76,43,81.9,17.4,98.7,1.6
72,41,7.28,30.5,54.8,33,83.5,1.7
72,42,6.72,39,76.3,18,98.5,1.7
72,43,7.45,49.1,107.2,6.8,92.8,1.7
72,44,7.31,48.7,48.5,23.9,96.9,1.8
72,45,6.71,30.1,61.4,14.9,89.1,1.8
72,46,7.45,36.1,45.9,5.3,89.5,1.8
72,47,7.4,48.6,48.4,20.1,88.6,1.9
72,48,7.33,46.6,101.5,7.7,81.3,1.9
72,49,7.3,46.6,33.3,17.7,86.4,1.9
72,50,6.82,37.6,55.9,20.5,82.3,2
73,0,7.24,36.4,92.1,6.2,81.7,0.2
73,1,7.1,40.3,44.2,13.9,80.5,0.2
73,2,7.13,40.4,83,29.7,94.7,0.3
73,3,7.11,33.5,92.8,23.5,85.8,0.3
73,4,7.1,37.5,64.6,16.7,88.8,0.3
73,5,6.72,49.7,79.1,14.1,90.2,0.4
73,6,7.25,36.2,104.6,16.4,82.8,0.4
73,7,7.37,31.5,101.3,33.4,90.3,0.4
73,8,6.77,39.3,98.2,8.9,82.4,0.5
73,9,7.48,47.2,86.8,27,88.2,0.5
73,10,7.1,35.5,94.9,12.4,97.6,0.6
73,11,7.07,37.4,63,25,89.8,0.6
73,12,6.93,45.9,47.3,27.3,87.3,0.6
73,13,6.8,38.8,54.8,8.5,82.5,0.7
73,14,7.41,42,54.4,18.2,88.9,0.7
73,15,7.49,48,81,24.4,89,0.7
73,16,7.23,36.8,93.9,34.3,87.9,0.8
73,17,7.42,43.1,51.7,30.5,80.9,0.8
73,18,7.44,49.5,74,27.9,84.6,0.8
73,19,7.35,36.6,64.7,23,81.4,0.9
73,20,6.83,47.9,35,10.3,84.1,0.9
73,21,7.28,40.9,37.4,22.2,88.1,0.9
73,22,7.43,41.8,108.8,10,98.1,1
73,23,6.98,34.1,94.3,27.4,91.9,1
73,24,7.08,36.4,67.8,23.3,93.1,1.1
